spiderg	paintingawai,0.805700421333	itsclair,0.793143868446	jaxonthepc,0.79126739502	chonnn,0.785060167313	iamernst,0.784685194492	mpaynor,0.784635305405	majordodson,0.781233429909	paulwilk,0.780350625515	jenwong,0.780012667179	mitz,0.778363704681	
wwwbrentwooddriveblogspotcom	snobish,0.629498898983	lovergirli,0.627503752708	duper,0.618572831154	tjsparkl,0.604130625725	xelysemichel,0.60213881731	chazieh,0.585506558418	beenza,0.581846356392	josefloresjr,0.580946445465	rajubalmar,0.579965949059	mayaldap,0.578495085239	
blogperson	carmenchauvin,0.891761422157	supermanlovesu,0.885789871216	svch,0.885342717171	banglaaxomiya,0.884743273258	jonslack,0.884192824364	youetoub,0.883736550808	iki,0.882598519325	greenmom,0.882538497448	weblogamo,0.881520748138	shong,0.881216704845	
joyslack	jackgoldstein,0.832804143429	propels,0.827785551548	jtmorgan,0.825086236	gnrpowder,0.823114752769	sujatadhol,0.820981323719	fudgeforgot,0.819322943687	ridetiredgoodnight,0.816549479961	listeb,0.814671039581	jenpatch,0.8125436306	chilllllllllin,0.811246812344	
rnicol	gmorninso,0.581779062748	chachang,0.5785779953	magickingdom,0.571463704109	suckshop,0.548059880733	laylameena,0.528599381447	jmilli,0.526606023312	gtgtgttgifridayshv,0.522378861904	andyjmacc,0.511411964893	aurellei,0.507485151291	claytonhawkin,0.503178179264	
itechnnerd	newsgam,0.693683683872	maristoc,0.692777395248	madoox,0.690824389458	twihardsmtv,0.689404249191	atraiocatharsi,0.688998818398	iacc,0.686355113983	thnkn,0.686267018318	beemquothot,0.685606837273	babesriggz,0.683407306671	hhrapinfo,0.681959986687	
pomonaca	atomizz,0.744657516479	leesto,0.740796327591	karshah,0.740736484528	orangegrov,0.735039532185	adyi,0.734286606312	wwwwhoiscoggywebscom,0.73167514801	plurkingil,0.728760778904	cleaningbumm,0.726097226143	shoppingsaturdai,0.721997499466	theatilla,0.721475720406	
timothycart	tuxotaku,0.795011997223	mensdomain,0.793564796448	alexandrakel,0.792765021324	colinnwalk,0.788250684738	sheepyher,0.787235856056	peebilici,0.786717355251	maffraid,0.782788276672	liagc,0.781353592873	aggggggg,0.780442595482	soxanddawg,0.779675245285	
usenet	belatednd,0.823368728161	aoler,0.810110509396	oiram,0.80832272768	rbernaltx,0.804675221443	pllace,0.803283572197	tweeterlin,0.801283895969	iblend,0.800952076912	jeremyteocx,0.798745214939	lottbox,0.797327518463	kebut,0.797114729881	
derekbish	maxdi,0.949170470238	alillan,0.88719278574	mkmiddleton,0.884717822075	nightcould,0.874108374119	alucardvh,0.871757388115	tomorrrowthi,0.870369851589	thebeth,0.868596076965	kyraislov,0.867704510689	alidg,0.865366697311	theeeffnbest,0.860429048538	
vicersh	marleyp,0.859266519547	groaner,0.852218151093	pabsei,0.843589603901	aslakhellesoi,0.838989973068	benziebranuh,0.836668848991	utbrown,0.832352340221	jlusujith,0.830897212029	chemicalzombi,0.830187439919	rastin,0.825863003731	linku,0.825582623482	
jesuspunkrokr	kstang,0.846789717674	bruthman,0.838829874992	sockom,0.838330984116	bianx,0.836799025536	demilov,0.835422575474	wwwmyspacecomhuaska,0.834270298481	hunthei,0.833152711391	partayyyi,0.831268191338	hasrat,0.830526888371	gangstaboo,0.830082535744	
strongscotch	adrileya,0.742761135101	mkoell,0.719959616661	smartpass,0.705342829227	careyl,0.701531231403	mrsfish,0.697520017624	misterqg,0.686012387276	whatevshaha,0.680908560753	rockhatehmmmmm,0.67364180088	brittinile,0.669381141663	jimipetrucci,0.666423141956	
katestarr	affrican,0.425891280174	gnagesh,0.412395715714	ayenda,0.399748802185	simplysonia,0.396225094795	eveningha,0.394833922386	tripnot,0.393312811852	reawak,0.391839206219	lesarmitag,0.383612275124	boundcon,0.375745266676	sumerrrrrrr,0.370014071465	
amchart	quadrant,0.795001983643	nickjewel,0.731290757656	quasimondo,0.694055259228	quotfactquot,0.690956830978	angelllla,0.685305774212	jbgucci,0.683622121811	quotweb,0.678967952728	tazzbo,0.678884744644	jlyn,0.674464523792	quotjoin,0.674151837826	
alfredoriva	rahab,0.618045210838	asceticmonk,0.593137562275	goonan,0.592290520668	autoharp,0.58270585537	corinnebailei,0.581953644753	cultll,0.579141736031	tatsujin,0.575662434101	namesurfr,0.574265658855	getoffmylawnwar,0.572941541672	guitarawwww,0.571833312511	
dayumn	ptrix,0.919062495232	keithi,0.915413141251	elzbon,0.904341101646	ohaicourtnei,0.902937293053	rckrulez,0.902218818665	joecopa,0.901355624199	lamontros,0.900261461735	sahranah,0.900261342525	loldollhous,0.899639725685	workmov,0.899384498596	
dayumm	druge,0.81643140316	bitaw,0.811647772789	hanni,0.810817241669	hypez,0.810172796249	vmonei,0.808474779129	bakalm,0.806468248367	carissaleighj,0.806271314621	subscriberslol,0.805736660957	cfclatebut,0.804754734039	vier,0.804346382618	
janeenmesmer	dreamlamddd,0.622121214867	chaijen,0.612611651421	caitlinbruc,0.570098400116	sotwet,0.552869796753	sophiehelen,0.542895972729	surekhapillai,0.541883587837	davep,0.54125058651	aligh,0.538656115532	angcak,0.536444664001	imconradirock,0.535068809986	
katersoneseven	mikeyirock,0.843024015427	omjchristina,0.842342853546	flawlesshippop,0.838081598282	kickasscarli,0.837228655815	bunchieb,0.836909532547	againmiss,0.83622020483	tenalirama,0.835357069969	andmeid,0.835045337677	susigalvot,0.833889961243	caros,0.833142578602	
seanjai	comcast,0.438060939312	talisian,0.427797317505	directv,0.426500320435	omena,0.423929154873	presal,0.422312378883	scorethank,0.421795547009	bikerscout,0.419983446598	francoros,0.41572201252	ufest,0.415155410767	jennainthedmv,0.410935491323	
thesweeteron	xsmp,0.908409714699	hishe,0.895356297493	ksfrog,0.894021987915	mathmathmathmathmathmathmathmathmath,0.887576699257	nicetameetcha,0.887182593346	yehuh,0.885944068432	sergverdi,0.88436383009	toddef,0.883872270584	economicss,0.883296132088	jcoffic,0.882328629494	
srubi	discotit,0.782243251801	ambermanson,0.768840372562	djkentaro,0.757156312466	samanthareveng,0.752102732658	rychdom,0.747308194637	reallyili,0.747278213501	whatbenwatch,0.736960530281	luidud,0.727692246437	melissamerci,0.726481199265	pamhillk,0.721609473228	
conceptdawg	paulavarjack,0.573117136955	mommyknow,0.551443457603	deathboyuk,0.546526491642	picariello,0.540836393833	kahunapir,0.517850041389	karolewrit,0.510305047035	cbschmidt,0.509478449821	oritlevi,0.49853515625	taylorluc,0.495593219995	poukeepsiether,0.4936619699	
ymself	tremens,0.511391043663	libraqueen,0.50887799263	ficposs,0.507477939129	eveninga,0.504018306732	sevennros,0.500903785229	continueit,0.493293017149	gallivan,0.492829740047	heresthelov,0.4925570786	seasoniqu,0.491610586643	countjerkula,0.485334038734	
gardencentercanot	todayliv,0.887284040451	whileclemanti,0.885260641575	bchui,0.775767862797	spaci,0.774600744247	suchen,0.772606909275	maryleedi,0.762560665607	briefest,0.762194752693	lxsptt,0.761627316475	heyheatherr,0.761578798294	writeadvantag,0.761022090912	
vicreleasingnet	wayp,0.706575512886	jasoncomputinghistoryorguk,0.701232612133	chinigirl,0.678189694881	ktea,0.652409911156	ackfil,0.642879724503	sophyjonesjon,0.637560486794	consolecharli,0.62926620245	blogert,0.627762615681	heatherktar,0.62401932478	loborohangmailcom,0.621789991856	
jamaicanbwoydr	oliverur,0.843525052071	anyoneelseitalkto,0.814824819565	thatbo,0.806760668755	djotwist,0.806198120117	boysforpel,0.805753052235	iht,0.801965892315	awwwwh,0.800024688244	alexiscindi,0.799000740051	breelovesit,0.798493504524	goodnighhhtttt,0.79800349474	
soonlemm	emilyymarshx,0.710127234459	agicabswan,0.694829463959	twitterena,0.681524038315	velasquezfre,0.68129503727	twitterberrywel,0.681067228317	appstor,0.680330634117	finallytryingto,0.679603815079	juneaurock,0.6792948246	icywil,0.676010489464	jaunti,0.675649046898	
justinklemsz	ericaklemsz,0.928571999073	marlinsmet,0.816549301147	backstop,0.799361646175	chinkycholanig,0.796505451202	videocognito,0.796131432056	marlin,0.795304298401	guitarherorockband,0.79386049509	shutout,0.792977809906	ginis,0.792229890823	wednesdayhopefulli,0.790510058403	
hypnotherapi	similarhm,0.909535288811	lifeabnorm,0.756264090538	beautyha,0.752559542656	vacationabnorm,0.737191081047	circumstancessitu,0.736418962479	themself,0.735122263432	grarrrrr,0.734615504742	parisandparadox,0.734334111214	roomiat,0.733065903187	shirti,0.732777237892	
danielcalderon	lunaqueen,0.684852659702	shtout,0.601892471313	dwb,0.598390758038	freedomfri,0.58202713728	hobsrulz,0.576257348061	spargel,0.575538814068	imshelledin,0.574080407619	amystuckei,0.559390068054	savorag,0.558129310608	rwiggumrul,0.557270526886	
listfi	midlevel,0.574157476425	goodnam,0.549316525459	elissaelli,0.530575454235	tonyhickman,0.529644966125	menupeopl,0.527533888817	tetroffc,0.522367835045	disqualifiedpleas,0.518963932991	farkcom,0.516024947166	yesitstiffani,0.509266674519	israin,0.506161689758	
somacowgeoff	narcoosse,0.956019639969	twitjobsgrad,0.887743830681	audm,0.879087328911	rhestr,0.877837181091	belleantonio,0.877033233643	twijobsit,0.875446438789	collegeh,0.875090181828	lambak,0.874687790871	pradapermz,0.874584853649	manykat,0.87380874157	
jlani	ostat,0.840837836266	loveashleenoel,0.751266956329	submitand,0.74695122242	blueandwond,0.740572690964	meccadonna,0.736671030521	mrheret,0.730558156967	skylift,0.729791820049	coldbug,0.727036654949	sarahcolin,0.7223072052	bmwland,0.71904450655	
strengthbook	mariasearth,0.907392501831	ddsnorth,0.849908471107	waynemansfield,0.844355106354	iblduafollow,0.833606362343	suheil,0.827849268913	sirih,0.826077103615	ashengrai,0.825474560261	realityntail,0.825080275536	plss,0.824150204659	bosess,0.822862327099	
mirogl	rindi,0.727740287781	wayswithpap,0.726861178875	tenketanken,0.720519542694	projectmanagerseminar,0.715853750706	dizzyshai,0.712265193462	azcameron,0.709962844849	reggiewatt,0.708642780781	gamehad,0.704060018063	dololjktoo,0.7002633214	kiz,0.700224637985	
emmysexcit	readyto,0.722770690918	theppkcom,0.684714198112	baykok,0.649624884129	paintdraw,0.646078288555	questiondomest,0.637845575809	freddyc,0.63210940361	dinnerjapanes,0.627400755882	quotclosedmouthedquot,0.625854790211	cbowi,0.623705029488	ffffffridai,0.623222351074	
talbo	talong,0.715807020664	papayat,0.684071540833	afparungao,0.677621483803	lunchwhil,0.664718568325	nom,0.655432343483	hipon,0.638655364513	franzbrtchen,0.636861085892	qde,0.636115550995	okra,0.626595020294	ham,0.625845074654	
sandsss	typotast,0.60883462429	twello,0.590436577797	jsmartinson,0.59018599987	pzyou,0.589864552021	amazingplai,0.588376283646	twittercomamberguesa,0.566690981388	theedgefm,0.56414604187	emilykuchar,0.56367790699	successcoach,0.558417081833	armynyc,0.550679564476	
ibii	sadnessjust,0.752659440041	wavynew,0.744101524353	juhasan,0.719071149826	lucygraham,0.709983706474	thishttpwwwnaturecomnaturejournalvn,0.709377110004	txtsfrmlstnght,0.708740770817	bewarexhalei,0.708382964134	thispeac,0.707301497459	outsideto,0.707184195518	cosmicjuli,0.705031037331	
csdmora	spankyl,0.663718521595	usess,0.648442625999	eyedeekai,0.642910420895	limewire,0.642791152	damorn,0.623575091362	busbut,0.617595553398	lefft,0.615305781364	natlz,0.61306566	toija,0.610615968704	niclei,0.610458493233	
funkinda	babysittingkinda,0.864265322685	bacelorett,0.709665238857	despereaux,0.694220781326	chupk,0.687702536583	hanabi,0.678935170174	snoo,0.677498996258	quotdanc,0.676895976067	ncisgood,0.674632906914	movielet,0.674361169338	cliftondrak,0.673350572586	
movietown	katielain,0.910623431206	slpygirl,0.904930114746	alinawang,0.904924988747	carolinach,0.903020262718	attackn,0.901811718941	omgisthatjoeyt,0.900990247726	chrisdt,0.898517608643	libbeycrocodil,0.896465778351	belyh,0.890147328377	arneishaoc,0.888531386852	
worriedther	djcynnamixx,0.667381763458	otc,0.649969696999	cajunmomma,0.632407665253	happyhous,0.628287315369	twithdrawaland,0.627578377724	ibesnorlax,0.626353979111	hatticusrex,0.624541401863	lemongumdrop,0.621976613998	ninasun,0.610405802727	ayyash,0.610265374184	
billrees	gwene,0.785473942757	sunyski,0.784395575523	jonnydiaz,0.768134713173	doomrid,0.768090426922	boysw,0.766043901443	clemsontig,0.765907585621	hereitcom,0.762420594692	onyagorj,0.759652495384	awwwpoor,0.759556293488	ltjai,0.759338498116	
johnnycoggin	iamthexman,0.709038555622	cambrian,0.685538172722	lukevicar,0.656448543072	tmww,0.647181689739	joshbrotheim,0.637993574142	snglyric,0.636001586914	kharmaisi,0.626202344894	takomun,0.625527322292	wstchin,0.625471591949	bushchenneyhaliburton,0.622799277306	
lydiaev	lttgt,0.757801771164	thttpwwwyoutubecomwatchvstyzynembw,0.752276182175	pcg,0.735048532486	itjaecka,0.730958521366	historyofcoffe,0.730338931084	runneth,0.729786098003	teabut,0.728209555149	chanceguess,0.723343014717	workgroan,0.718974947929	coffeehaha,0.717634558678	
nausou	muslc,0.590991258621	kneesth,0.583030581474	mideon,0.550680041313	throatwher,0.55040961504	volleybal,0.549058437347	ponchatrain,0.544889986515	haysshhh,0.543825626373	kawagz,0.539500236511	nuwanda,0.539301872253	throatal,0.534336745739	
marcusnospam	slideheh,0.910384058952	disneyslav,0.897593975067	lilxicanita,0.897431015968	macneek,0.89582669735	simonephillip,0.894598484039	casezil,0.891401529312	yungryfunk,0.889864683151	poodoot,0.888121783733	deenap,0.888118207455	molokheiya,0.886018037796	
cgornpr	pmsdecept,0.527443468571	celestin,0.516548633575	coshiefashion,0.504066705704	judiham,0.503180623055	dapperenjinorm,0.500649094582	trevorcroft,0.499640464783	iammsjai,0.49925583601	ussilki,0.496287465096	lake,0.489151746035	austi,0.487499237061	
ngffrussel	gdmitchel,0.71593183279	quotyourbiggestfanquot,0.709306836128	gbkgwyneth,0.708736300468	myrtl,0.696393013	huntington,0.687611699104	suspendeddd,0.681156218052	ocean,0.678569316864	violinrck,0.671176195145	nickcassi,0.665811121464	beach,0.662913382053	
singaporenlatvia	greatsong,0.780463755131	ittybittypdx,0.765669465065	expectationsdesir,0.763267457485	selenanic,0.760476410389	boow,0.757610440254	fuglesang,0.749166369438	brianedelman,0.745867609978	cayleyd,0.74317252636	peoplestanford,0.737045884132	christer,0.73397898674	
urbanbabi	stoddli,0.802986621857	mrsbanjer,0.802775502205	goodjj,0.80072748661	milestoneswhi,0.799193739891	eleesha,0.797455310822	rblyric,0.796570777893	spicydesign,0.794906616211	mspinki,0.793681025505	elikapeka,0.792551398277	allbeauti,0.792270421982	
jimmallen	martinowen,0.618251621723	eyeiv,0.607553899288	curiodd,0.588611721992	hannahmcardl,0.586220264435	neverleftla,0.585778295994	topsyyturvyi,0.584107160568	morglink,0.582086443901	ummmgood,0.579244375229	hemingwaycaf,0.578434109688	daldal,0.575894355774	
darealhb	afadifilahfah,0.711037755013	jstafford,0.709864795208	basilrathbon,0.702933907509	courtbethun,0.681670546532	poopensac,0.673990368843	antonmochalin,0.670159935951	arjan,0.668467998505	darrengibson,0.666171073914	mcwhat,0.663685202599	worldcancun,0.659700393677	
airbalt	twinterview,0.811804413795	maccav,0.735745608807	saucecool,0.73026740551	porkhonei,0.725602447987	quotbingingquot,0.708619058132	qn,0.700264334679	alexlab,0.696791172028	pauliesantilli,0.696683883667	zenaweist,0.696079611778	reminderthx,0.695648908615	
cousinsfriendswhoev	briancaldwel,0.784962415695	wolframapltha,0.742953240871	darforthewin,0.711170136929	scenicwhatev,0.708251535892	ejgwap,0.703646063805	latrin,0.69715231657	plowenth,0.695394575596	garlandbut,0.69153046608	consent,0.688007593155	osdc,0.683007478714	
yeahseri	charlycogg,0.533015370369	lallll,0.514398813248	officialcsmith,0.498400330544	bandagedfoot,0.491917639971	heartfest,0.490814805031	mothermeganrock,0.490732967854	lawlliet,0.48435074091	mophap,0.483403325081	minfong,0.479921638966	filinsk,0.476314038038	
moodey	tweettweetnessa,0.836869060993	spambotspamm,0.802044630051	nadjazurbruegg,0.797685742378	canadamedia,0.794767022133	tessara,0.794523119926	rerunawai,0.793282270432	yourememberthat,0.792982578278	candyygirl,0.792666316032	sqentourag,0.790756821632	eventboston,0.790723323822	
lalla	clouseault,0.88094162941	souljaboyladi,0.811917066574	thumbsupclub,0.810648500919	familyyyi,0.808842360973	yeww,0.806752383709	justa,0.806035518646	ninjaduckyi,0.805318117142	civilianunofficialoffduti,0.803274571896	loldollhous,0.803212761879	mulesul,0.802196025848	
matrixfan	musictodai,0.597560703754	stephengranadescom,0.591433644295	sophyjonesjon,0.5887196064	belofsouthi,0.584844112396	aimzxoxo,0.58410346508	chinigirl,0.582739114761	ahweddingswond,0.580734848976	wayp,0.575354933739	loborohangmailcom,0.573930859566	bikermom,0.573619127274	
movingaft	articletutori,0.593353867531	scotlandgtengland,0.591353654861	rachaelmoor,0.577675700188	documentatiemap,0.566257953644	hartmark,0.560258150101	bachelorthesi,0.556330323219	nightworld,0.551388919353	aminthepm,0.546426177025	casajust,0.541416108608	thissmh,0.534604370594	
achlo	mielav,0.883214354515	auntarcticnew,0.877038538456	arcticblueberri,0.871732294559	pixelpipecom,0.867333710194	emiwhat,0.866671681404	americahow,0.856778740883	frienddisappoint,0.854921996593	ainar,0.849705815315	ghina,0.845560193062	dannytanoto,0.842054367065	
furimmerheilig	borrrinnnggg,0.627940833569	zenitychen,0.620479881763	watchinganyon,0.612076640129	evertwilight,0.611520648003	littlemissdorkett,0.607274711132	cantthi,0.598788499832	uhmberr,0.59591114521	memorieslet,0.594607412815	flightseem,0.593198001385	quottetroquot,0.592446744442	
goodkarmablog	chrissparrow,0.778758347034	interconnected,0.769722104073	wwwsaclifeforcecom,0.753517270088	projectmor,0.752035856247	refolllow,0.75152182579	nametheuncanni,0.748727440834	broswer,0.738038003445	parodyshow,0.737760424614	universityofbumsonseat,0.729524791241	tweetdeckso,0.728477239609	
patrck	royalpineappl,0.948219239712	vniow,0.937157154083	shodam,0.93597304821	bunkershotgolf,0.935371041298	joanpatrick,0.934847295284	rmulder,0.933235764503	chizi,0.931756258011	bhalo,0.931658744812	konam,0.931645512581	seminargghhmost,0.931524753571	
akillapug	xxilu,0.617242395878	mattiepug,0.607560098171	newtothi,0.606876552105	thechrismartz,0.584926843643	registerw,0.582151830196	comicconl,0.580649375916	lilier,0.579432845116	chelsbeta,0.5760409832	ostkreuz,0.575684309006	yorshohmygosh,0.574853301048	
giggleworthi	johnwohn,0.815279841423	quottasti,0.665580153465	marshmallow,0.658051848412	mysweetforev,0.64979749918	hellocrafti,0.645454645157	tonightomg,0.634174346924	calvinjtai,0.630953848362	scallion,0.6297301054	recentparmesan,0.629216074944	treacl,0.624461591244	
novalich	marlito,0.77386879921	cparrella,0.653199136257	onfollow,0.649255514145	guttedgonna,0.647066652775	shamanta,0.646242856979	kidgrrrr,0.639503061771	rickparti,0.636182904243	noodlebox,0.633985519409	cityplac,0.630249857903	fabfour,0.621270656586	
nikkiscarfo	wrongend,0.729544639587	beastyivan,0.718244791031	poemsund,0.716375887394	twitterlif,0.713835954666	breakfastoff,0.713716983795	riera,0.709864735603	helgecko,0.709140539169	zaveriakash,0.706759572029	fiercelyput,0.704090058804	cancellationi,0.703022658825	
dne	suckkss,0.800838410854	ajeb,0.800258755684	abb,0.796905815601	bacck,0.795611977577	boredddd,0.793037950993	freshin,0.791672646999	showeryng,0.789782345295	sofort,0.787705779076	bearrr,0.787031173706	wazh,0.785450339317	
